Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Ajinjeru, Christine",SR-4,55.49,2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Ajinjeru, Christine",SR-4,56.06,2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Ajinjeru, Christine",SR-4,56.09,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Ajinjeru, Christine",SR-4,56.87,NCAA Division III Outdoor Track & Field Championships,"May 22, 2014"
,"Ajinjeru, Christine",SR-4,57.34,2014 Kip Janvrin Open,"Apr 24, 2014"
,"Ajinjeru, Christine",SR-4,57.37,2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Ajinjeru, Christine",SR-4,57.50,Emory Invitational,"Mar 21, 2014"
,"Ajinjeru, Christine",SR-4,57.64,Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Miller, Eloise",JR-3,1:00.44,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Clennon, Emily",SR-4,1:02.51,2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Carpenter, Becca",JR-3,1:06.64,2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Bresette-Buccino, Nora",SO-2,1:09.74,Emory Invitational,"Mar 21, 2014"
,"Schmiechen, Alex",SO-2,1:11.27,2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Kozjek, Ana",FR-1,1:11.32,2014 Kip Janvrin Open,"Apr 24, 2014"
,"Schmiechen, Alex",SO-2,1:11.70,Emory Invitational,"Mar 21, 2014"
,"Schmiechen, Alex",SO-2,1:12.02,Cornell College Invitational,"Apr 5, 2014"
,"Kozjek, Ana",FR-1,1:12.52,2014 Jim Duncan Invitational,"Apr 11, 2014"
