Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Pfister, Caden",FR-1,51.2,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Pfister, Caden",FR-1,51.22,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Pfister, Caden",FR-1,51.59,Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Pfister, Caden",FR-1,52.4,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Pfister, Caden",FR-1,52.69,Cornell Invitational,"Apr 6, 2024"
,"Pfister, Caden",FR-1,52.8,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Block, Owen",FR-1,52.93,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Pfister, Caden",FR-1,53.19,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Block, Owen",FR-1,53.75,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Novelle, Jack",SO-2,53.89,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Block, Owen",FR-1,54.13,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Mendola, Noah",SO-2,54.42,Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Block, Owen",FR-1,54.43,Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Novelle, Jack",SO-2,54.62,Cornell Invitational,"Apr 6, 2024"
,"Block, Owen",FR-1,55.16,Cornell Invitational,"Apr 6, 2024"
,"Novelle, Jack",SO-2,55.19,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Welch-Groves, Cameron",SO-2,55.28,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Welch-Groves, Cameron",SO-2,55.32,Cornell Invitational,"Apr 6, 2024"
,"Fitzgerald, Keaton",FR-1,55.33,Monmouth College Fighting Scots Invite,"May 4, 2024"
