Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Goodell, Brian",SR-4,14:41.91,Augustana College Midwest Final Qualifier,"May 15, 2024"
,"Goodell, Brian",SR-4,14:43.20,Jim Duncan Invitational,"Apr 12, 2024"
,"Ramsey, Bradley",SR-4,15:11.32,Mangrum Invitational,"Mar 22, 2024"
,"Heagy, Connor",SO-2,15:18.81,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Ramsey, Bradley",SR-4,15:19.50,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Goodell, Brian",SR-4,15:20.46,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Goodell, Brian",SR-4,15:21.91,Cornell Invitational,"Apr 6, 2024"
,"Ramsey, Bradley",SR-4,15:33.07,Jim Duncan Invitational,"Apr 12, 2024"
,"Ramsey, Bradley",SR-4,15:39.86,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Snyder, James",SO-2,15:49.00,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Ramsey, Bradley",SR-4,15:50.90,Wash U Distance Carnival,"Mar 29, 2024"
,"Ramsey, Bradley",SR-4,15:52.48,Cornell Invitational,"Apr 6, 2024"
,"Manza, Sebastian",FR-1,15:53.39,Mangrum Invitational,"Mar 22, 2024"
,"Ramsey, Bradley",SR-4,15:54.92,Augustana College Midwest Final Qualifier,"May 15, 2024"
,"Snyder, James",SO-2,15:55.07,Mangrum Invitational,"Mar 22, 2024"
,"Snyder, James",SO-2,16:09.09,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Snyder, James",SO-2,16:16.45,Jim Duncan Invitational,"Apr 12, 2024"
,"Heagy, Connor",SO-2,16:18.68,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Miller, John",SO-2,16:19.23,Cornell Invitational,"Apr 6, 2024"
,"Manza, Sebastian",FR-1,16:19.52,Jim Duncan Invitational,"Apr 12, 2024"
,"Miller, John",SO-2,16:38.63,Augustana College Midwest Final Qualifier,"May 15, 2024"
,"Krysan, Mark",JR-3,16:48.40,Mangrum Invitational,"Mar 22, 2024"
,"Krysan, Mark",JR-3,17:29.61,Cornell Invitational,"Apr 6, 2024"
,"Ching, Tyler",SO-2,17:29.99,Cornell Invitational,"Apr 6, 2024"
,"Pollock, Alexander",FR-1,17:51.63,Cornell Invitational,"Apr 6, 2024"
