Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Goodell, Brian",SR-4,30:40.71,Meet of Champions,"Apr 19, 2024"
,"Goodell, Brian",SR-4,31:38.42,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Ramsey, Bradley",SR-4,32:43.98,Meet of Champions,"Apr 19, 2024"
,"Miller, John",SO-2,33:39.07,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Ramsey, Bradley",SR-4,33:59.84,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Krysan, Mark",JR-3,35:09.07,Meet of Champions,"Apr 19, 2024"
,"Krysan, Mark",JR-3,36:32.41,Midwest Conference Outdoor Championships,"May 10, 2024"
