Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lennon, John",,9:03.87,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Lennon, John",,9:09.00,2017 Darren Young Classic,"Feb 11, 2017"
,"Krewson, Daniel",,9:12.40,2017 Darren Young Classic,"Feb 11, 2017"
,"Krewson, Daniel",,9:22.19,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Bass, Stewart",,9:32.17,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Phipps, Matthew",FR-1,9:41.75,2017 Darren Young Classic,"Feb 11, 2017"
,"Gregorich-Trevor, Connor",JR-3,9:49.79,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Bass, Stewart",JR-3,9:50.64,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Healey, Aidan",JR-3,9:53.20,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Sokolsky, Sam",SR-4,10:15.52,Wartburg Indoor Invite,"Feb 18, 2017"
,"Grant, Reilly",,10:18.25,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Sokolsky, Sam",SR-4,10:26.36,2017 Darren Young Classic,"Feb 11, 2017"
