Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lennon, John",,15:30.34,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Lennon, John",SO-2,15:47.19,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Krewson, Daniel",,16:03.34,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Krewson, Daniel",SO-2,16:15.52,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"McLean, Anthony",,16:31.90,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"McLean, Anthony",,16:50.84,Wartburg Indoor Invite,"Feb 18, 2017"
,"Bass, Stewart",,17:03.81,2017 Darren Young Classic,"Feb 11, 2017"
,"Healey, Aidan",,17:05.07,Wartburg Indoor Invite,"Feb 18, 2017"
,"Healey, Aidan",,17:07.06,2017 Darren Young Classic,"Feb 11, 2017"
,"Grant, Reilly",JR-3,18:14.94,2017 Darren Young Classic,"Feb 11, 2017"
