Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Boucher, Dylan",SR,6.64,MidWest Conference Championship,"Feb 25, 2011"
,"Boucher, Dylan",SR,6.67,MidWest Conference Championship,"Feb 25, 2011"
,"Boucher, Dylan",SR,6.71,Dubuque Spartan Open,"Feb 19, 2011"
,"Johnson, Luke",,6.72,Hilltop Invitational,"Feb 5, 2011"
,"Johnson, Luke",,6.73,MidWest Conference Championship,"Feb 25, 2011"
,"Boucher, Dylan",SR,6.74,Darren Young Classic,"Feb 11, 2011"
,"Boucher, Dylan",SR,6.75,Hilltop Invitational,"Feb 5, 2011"
,"Phillips, Scott",,6.78,Dubuque Spartan Open,"Feb 19, 2011"
,"Phillips, Scott",,6.79,MidWest Conference Championship,"Feb 25, 2011"
,"Phillips, Scott",,6.8,Hilltop Invitational,"Feb 5, 2011"
,"Phillips, Scott",,6.83,Darren Young Classic,"Feb 11, 2011"
,"Goldstein, Sam",SR-4,7.0,Darren Young Classic,"Feb 11, 2011"
,"Brewer, Ben",,7.58,Dubuque Spartan Open,"Feb 19, 2011"
,"Brewer, Ben",,7.6,Darren Young Classic,"Feb 11, 2011"
,"Brewer, Ben",,7.61,Hilltop Invitational,"Feb 5, 2011"
,"Espinosa, Kyle",,8.0,Dubuque Spartan Open,"Feb 19, 2011"
,"Espinosa, Kyle",,8.07,Darren Young Classic,"Feb 11, 2011"
,"Hwang, In Wook",SR-4,8.24,Darren Young Classic,"Feb 11, 2011"
