Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Deshpande, Shyam",SR-4,8:46.88,Darren Young Classic,"Feb 11, 2011"
,"Deshpande, Shyam",SR-4,8:58.05,MidWest Conference Championship,"Feb 25, 2011"
,"Figge, Erik",,9:00.90,Darren Young Classic,"Feb 11, 2011"
,"Canady, Frank",,9:03.35,Darren Young Classic,"Feb 11, 2011"
,"Canady, Frank",,9:14.34,MidWest Conference Championship,"Feb 25, 2011"
,"Figge, Erik",,9:18.81,MidWest Conference Championship,"Feb 25, 2011"
,"Kakazu, Nathan",,9:25.59,UNI Dome Open,"Feb 18, 2011"
,"Kakazu, Nathan",,9:39.36,Darren Young Classic,"Feb 11, 2011"
,"Krauss, Dan",SR,9:46.55,Darren Young Classic,"Feb 11, 2011"
,"Menner, Jackson",,10:12.18,Darren Young Classic,"Feb 11, 2011"
,"Gallo, Chris",,10:21.36,Darren Young Classic,"Feb 11, 2011"
