Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Karow, Morgan",SO-2,17:56.66,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Karow, Morgan",SO-2,18:02.55,Mangrum Invitational,"Mar 22, 2024"
,"Karow, Morgan",SO-2,18:04.02,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Miyamoto, Keely",SO-2,18:07.81,Jim Duncan Invitational,"Apr 12, 2024"
,"Miyamoto, Keely",SO-2,18:12.78,Mangrum Invitational,"Mar 22, 2024"
,"Miyamoto, Keely",SO-2,18:15.92,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Roark, Hannah",SO-2,18:26.22,Mangrum Invitational,"Mar 22, 2024"
,"Roark, Hannah",SO-2,18:31.15,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Miyamoto, Keely",SO-2,18:31.36,Cornell Invitational,"Apr 6, 2024"
,"Karow, Morgan",SO-2,18:43.14,Cornell Invitational,"Apr 6, 2024"
,"Roark, Hannah",SO-2,18:50.64,Jim Duncan Invitational,"Apr 12, 2024"
,"Miyamoto, Keely",SO-2,18:55.04,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Harrison, Talia",FR-1,18:56.25,Mangrum Invitational,"Mar 22, 2024"
,"Harrison, Talia",FR-1,18:56.60,Jim Duncan Invitational,"Apr 12, 2024"
,"Roth, Hannah",FR-1,19:01.27,Jim Duncan Invitational,"Apr 12, 2024"
,"Roth, Hannah",FR-1,19:04.51,Wash U Distance Carnival,"Mar 29, 2024"
,"Roark, Hannah",SO-2,19:10.44,Cornell Invitational,"Apr 6, 2024"
,"Harrison, Talia",FR-1,19:15.28,Cornell Invitational,"Apr 6, 2024"
,"Roark, Hannah",SO-2,19:19.28,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Roth, Hannah",FR-1,19:39.23,Cornell Invitational,"Apr 6, 2024"
,"Harrison, Talia",FR-1,19:56.60,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Ford, Sophia",JR-3,19:58.81,Mangrum Invitational,"Mar 22, 2024"
,"Ford, Sophia",JR-3,20:35.21,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Pollack, Jianna",FR-1,20:53.59,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Ford, Sophia",JR-3,21:01.26,Cornell Invitational,"Apr 6, 2024"
