0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Arizona Dual,3/22/2012,1,92,+20,
Simpson Spring Invitational,3/27/2012,1,87,+16,t-56th/78
IWU Invitational,4/6-7/2012,2,84-87=171,+27,98th/120
Wartburg Men's Spring Invite,"Apr 13-14, 2012",2,78-89=167,+23,t-79th/103
BVU Spring Invite,4/20-21/2012,2,86-79=165,+21,t-74th/108
Midwest Conference Championships,5/03-05/2012,3,85-84-79=248,+32,21st/54
SEASON TOTALS,SEASON TOTALS,11,930 Avg. 84.5,+13,-
