0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Arizona Dual,3/22/2012,1,82,+10,
Simpson Spring Invitational,3/27/2012,1,95,+24,75th/78
Prairie Fire Classic,3/30-31/2012,2,88-88=176,+32,43rd/69
IWU Invitational,4/6-7/2012,2,89-84=173,+29,t-100th/120
Wartburg Men's Spring Invite,"Apr 13-14, 2012",2,82-82=164,+20,t-63rd/103
BVU Spring Invite,4/20-21/2012,2,85-87=172,+28,99th/108
Midwest Conference Championships,5/03-05/2012,3,78-91-87=256,+40,t-28th/54
SEASON TOTALS,SEASON TOTALS,13,1118 Avg. 86.0,+14,-
