0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Arizona Dual,3/22/2012,1,77,+5,
Simpson Spring Invitational,3/27/2012,1,74,+3,t-4th/78
Prairie Fire Classic,3/30-31/2012,2,77-78=155,+11,4th/69
IWU Invitational,4/6-7/2012,2,78-77=155,+11,t-27th/120
Wartburg Men's Spring Invite,"Apr 13-14, 2012",2,75-75=150,+6,t-12th/103
BVU Spring Invite,4/20-21/2012,2,76-77=153,+9,t-20th/108
Midwest Conference Championships,5/03-05/2012,3,76-80-82=238,+22,t-14th/54
SEASON TOTALS,SEASON TOTALS,13,1002 Avg. 77.1,+5,-
