Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Villa, Rebecca",SO-2,2:23.11,Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Villa, Rebecca",SO-2,2:23.81,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Villa, Rebecca",SO-2,2:24.88,2019 Viking Classic,"Apr 26, 2019"
,"Villa, Rebecca",SO-2,2:25.18,Emory Classic,"Mar 29, 2019"
,"Villa, Rebecca",SO-2,2:25.42,2019 Dick Young Invite,"Apr 20, 2019"
,"Daney, Micaela",SO-2,2:25.55,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Daney, Micaela",SO-2,2:26.20,Mustang Open,"Apr 13, 2019"
,"Daney, Micaela",SO-2,2:26.99,Emory Classic,"Mar 29, 2019"
,"Daney, Micaela",SO-2,2:27.23,2019 Viking Classic,"Apr 26, 2019"
,"Daney, Micaela",SO-2,2:32.52,2019 Dick Young Invite,"Apr 20, 2019"
,"Keane, Lily",SO-2,2:38.34,Cornell College Invitational,"Apr 6, 2019"
,"Keane, Lily",SO-2,2:38.69,Emory Classic,"Mar 29, 2019"
,"Keane, Lily",SO-2,2:38.96,2019 Viking Classic,"Apr 26, 2019"
,"Keane, Lily",SO-2,2:40.86,2019 Dick Young Invite,"Apr 20, 2019"
,"Keane, Lily",SO-2,2:42.17,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Miller, Lauren",SO-2,2:43.88,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Davis, Addison",SO-2,2:45.18,2019 Dick Young Invite,"Apr 20, 2019"
,"Timmermans, Merel",SO-2,2:48.78,Cornell College Invitational,"Apr 6, 2019"
,"Miller, Lauren",SO-2,2:49.01,2019 Viking Classic,"Apr 26, 2019"
,"Keane, Lily",SO-2,2:49.02,Mustang Open,"Apr 13, 2019"
,"Davis, Addison",SO-2,2:49.97,Mustang Open,"Apr 13, 2019"
,"Davis, Addison",SO-2,2:50.13,Cornell College Invitational,"Apr 6, 2019"
,"Schmidt, Ailsa",SO-2,2:50.48,2019 Dick Young Invite,"Apr 20, 2019"
,"Holst, Melanie",SO-2,2:57.74,2019 Dick Young Invite,"Apr 20, 2019"
,"Schmidt, Ailsa",SO-2,2:59.24,Cornell College Invitational,"Apr 6, 2019"
