Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schaefer, Emma",JR-3,10:47.58,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Schaefer, Emma",JR-3,10:59.83,Luther College Invitational,"Feb 5, 2022"
,"Schaefer, Emma",JR-3,11:17.29,Hilltop Invitational,"Jan 22, 2022"
,"Diamond-Berman, Mira",FR-1,11:20.05,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Diamond-Berman, Mira",FR-1,11:24.53,Liz Wuertz Invite,"Feb 19, 2022"
,"Diamond-Berman, Mira",FR-1,11:32.57,Grinnell Invitational,"Jan 29, 2022"
,"Daney, Micaela",SR-4,11:42.57,Luther College Invitational,"Feb 5, 2022"
,"Torrence, Sarah",JR-3,11:49.75,Hilltop Invitational,"Jan 22, 2022"
,"LeBlanc, Megan",JR-3,11:55.80,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Timmermans, Merel",SR-4,12:16.61,Darren Young Invitational,"Feb 12, 2022"
,"LeBlanc, Megan",JR-3,12:31.90,Hilltop Invitational,"Jan 22, 2022"
,"Ford, Sophia",FR-1,12:36.83,Hilltop Invitational,"Jan 22, 2022"
,"George, Izzy",SO-2,13:22.51,Hilltop Invitational,"Jan 22, 2022"
