Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schaefer, Emma",JR-3,18:25.02,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Schaefer, Emma",JR-3,18:40.10,Darren Young Invitational,"Feb 12, 2022"
,"Schaefer, Emma",JR-3,18:54.69,Wartburg Qualifier,"Mar 4, 2022"
,"Schaefer, Emma",JR-3,19:33.09,Grinnell Invitational,"Jan 29, 2022"
,"Diamond-Berman, Mira",FR-1,19:41.93,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Diamond-Berman, Mira",FR-1,20:03.76,Darren Young Invitational,"Feb 12, 2022"
,"Ford, Sophia",FR-1,20:37.29,Liz Wuertz Invite,"Feb 19, 2022"
,"Ford, Sophia",FR-1,20:40.20,Darren Young Invitational,"Feb 12, 2022"
,"Ford, Sophia",FR-1,20:42.73,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"LeBlanc, Megan",JR-3,20:59.39,Grinnell Invitational,"Jan 29, 2022"
,"Ford, Sophia",FR-1,21:23.44,Grinnell Invitational,"Jan 29, 2022"
