Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Olowu, Paige",SR-4,10.43m,"34' 2.75""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Olowu, Paige",SR-4,10.43m,"34' 2.75""",Luther College Invitational,"Feb 5, 2022",NWI
,"Olowu, Paige",SR-4,10.41m,"34' 2""",Luther College Invitational,"Feb 5, 2022",NWI
,"Olowu, Paige",SR-4,10.37m,"34' 0.25""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Olowu, Paige",SR-4,10.33m,"33' 10.75""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Olowu, Paige",SR-4,10.19m,"33' 5.25""",Luther College Invitational,"Feb 5, 2022",NWI
,"Olowu, Paige",SR-4,10.13m,"33' 3""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Olowu, Paige",SR-4,10.10m,"33' 1.75""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Olowu, Paige",SR-4,10.08m,"33' 1""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Olowu, Paige",SR-4,10.07m,"33' 0.5""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Olowu, Paige",SR-4,10.04m,"32' 11.25""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Olowu, Paige",SR-4,10.04m,"32' 11.25""",Luther College Invitational,"Feb 5, 2022",NWI
,"Olowu, Paige",SR-4,9.76m,"32' 0.25""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Oden, Melanie",FR-1,9.67m,"31' 8.75""",Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Oden, Melanie",FR-1,9.66m,"31' 8.5""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Oden, Melanie",FR-1,9.58m,"31' 5.25""",Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Oden, Melanie",FR-1,9.57m,"31' 4.75""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Oden, Melanie",FR-1,9.48m,"31' 1.25""",Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Oden, Melanie",FR-1,9.47m,"31' 1""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Oden, Melanie",FR-1,9.46m,"31' 0.5""",Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Oden, Melanie",FR-1,9.46m,"31' 0.5""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Oden, Melanie",FR-1,9.43m,"30' 11.25""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Oden, Melanie",FR-1,9.42m,"30' 11""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Oden, Melanie",FR-1,9.39m,"30' 9.75""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Oden, Melanie",FR-1,9.37m,"30' 9""",Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Oden, Melanie",FR-1,9.35m,"30' 8.25""",Darren Young Invitational,"Feb 12, 2022",NWI
,"Oden, Melanie",FR-1,9.26m,"30' 4.75""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Oden, Melanie",FR-1,9.21m,"30' 2.75""",Darren Young Invitational,"Feb 12, 2022",NWI
,"Oden, Melanie",FR-1,9.10m,"29' 10.25""",Darren Young Invitational,"Feb 12, 2022",NWI
,"Oden, Melanie",FR-1,9.03m,"29' 7.5""",Grinnell Invitational,"Jan 29, 2022",NWI
,"Oden, Melanie",FR-1,8.56m,"28' 1""",Darren Young Invitational,"Feb 12, 2022",NWI
