Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Frasca, Athena",JR-3,1:00.38,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Edassery, Sonia",SO-2,1:01.24,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Frasca, Athena",JR-3,1:01.87,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Edassery, Sonia",SO-2,1:02.27,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Frasca, Athena",JR-3,1:03.10,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Frasca, Athena",JR-3,1:03.82,Dick Young Invitational,"Apr 23, 2022"
,"Crowe, Maile",FR-1,1:04.12,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Edassery, Sonia",SO-2,1:04.71,Mustang Open,"Apr 9, 2022"
,"Crowe, Maile",FR-1,1:04.88,Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Crowe, Maile",FR-1,1:05.69,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Crowe, Maile",FR-1,1:05.92,Dick Young Invitational,"Apr 23, 2022"
,"Reid, Sam",FR-1,1:07.48,2022 Kip Janvrin Open,"Apr 28, 2022"
