Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schaefer, Emma",SO-2,5:30.94,Wartburg Indoor Invite,"Feb 16, 2019"
,"Schaefer, Emma",SO-2,5:34.99,Luther Alumni Meet,"Feb 2, 2019"
,"Schaefer, Emma",SO-2,5:41.97,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Cottrell, Allison",SO-2,5:43.93,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Cottrell, Allison",SO-2,5:48.01,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Keleher, Cara",SO-2,5:52.02,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Keleher, Cara",SO-2,5:55.82,Luther Alumni Meet,"Feb 2, 2019"
,"Davis, Addison",FR-1,5:58.13,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Miller, Lauren",SO-2,5:59.32,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Keleher, Cara",SO-2,5:59.69,Wartburg Indoor Invite,"Feb 16, 2019"
,"Davis, Addison",SO-2,6:04.47,Wartburg Indoor Invite,"Feb 16, 2019"
,"Miller, Lauren",SO-2,6:04.70,Wartburg Indoor Invite,"Feb 16, 2019"
,"Miller, Lauren",SO-2,6:08.17,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Okamato, Nana",SR-4,6:08.20,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Miller, Lauren",SO-2,6:08.78,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Howe, Madison",SO-2,6:09.16,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Davis, Addison",SO-2,6:10.65,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Okamato, Nana",JR-3,6:11.50,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Davis, Addison",SO-2,6:11.57,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Timmermans, Merel",SO-2,6:11.97,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Okamato, Nana",JR-3,6:13.51,Wartburg Indoor Invite,"Feb 16, 2019"
,"McCusker, Katie Lou",SR-4,6:14.28,Wartburg Indoor Invite,"Feb 16, 2019"
,"Timmermans, Merel",SO-2,6:17.01,Luther Alumni Meet,"Feb 2, 2019"
,"Timmermans, Merel",SO-2,6:20.63,Wartburg Indoor Invite,"Feb 16, 2019"
,"Okamato, Nana",JR-3,6:25.42,Luther Alumni Meet,"Feb 2, 2019"
,"Beisner, Sarah",SO-2,6:34.18,Luther Alumni Meet,"Feb 2, 2019"
,"Sloniewky, Julia",SO-2,6:35.14,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Sloniewky, Julia",SO-2,6:39.69,Luther Alumni Meet,"Feb 2, 2019"
,"Schmidt, Alisa",SO-2,6:40.99,Luther Alumni Meet,"Feb 2, 2019"
,"Howe, Madison",SO-2,6:41.10,Hilltop Invitational,"Jan 19, 2019"
,"Schmidt, Alisa",SO-2,6:48.09,Hilltop Invitational,"Jan 19, 2019"
,"Sloniewky, Julia",SO-2,6:53.77,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Holst, Melanie",SO-2,7:00.54,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Holst, Melanie",SO-2,7:16.87,Luther Alumni Meet,"Feb 2, 2019"
,"Holst, Melanie",SO-2,7:23.89,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
