Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Olowu, Paige",,8.18,Wartburg Indoor Invite,"Feb 16, 2019"
,"Dalla Betta, Francesca",,8.35,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Dalla Betta, Francesca",,8.39,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Dalla Betta, Francesca",,8.42,Wartburg Indoor Invite,"Feb 16, 2019"
,"Olowu, Paige",,8.44,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Olowu, Paige",,8.45,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"McCabe, Madeline",FR-1,8.47,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"McCabe, Madeline",,8.49,Wartburg Indoor Invite,"Feb 16, 2019"
,"McCabe, Madeline",,8.51,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Nguyen, Lynn",JR-3,8.68,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Nguyen, Lynn",JR-3,8.8,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Martin, Yolana",JR-3,8.89,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Maddaus, Jordan",SR-4,9.48,Wartburg Indoor Invite,"Feb 16, 2019"
