Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Soderberg, Midori",SO-2,1:06.11,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Soderberg, Midori",SO-2,1:07.04,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Soderberg, Midori",SO-2,1:07.04,Wartburg Indoor Invite,"Feb 16, 2019"
,"Dalla Betta, Francesca",,1:07.96,Wartburg Indoor Invite,"Feb 16, 2019"
,"Keane, Lily",FR-1,1:08.49,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Tesar, Tali",FR-1,1:09.93,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Tesar, Tali",FR-1,1:10.05,Wartburg Indoor Invite,"Feb 16, 2019"
,"Keane, Lily",SO-2,1:10.30,Wartburg Indoor Invite,"Feb 16, 2019"
,"Keane, Lily",SO-2,1:10.85,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Tesar, Tali",FR-1,1:11.92,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Beisner, Sarah",SO-2,1:15.12,Wartburg Indoor Invite,"Feb 16, 2019"
,"Schmidt, Alisa",SO-2,1:17.39,Wartburg Indoor Invite,"Feb 16, 2019"
