Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Montgomery, David",SR-4,4:28.25,Mid-West Conference Championship,"Feb 26, 2010"
,"Lynch-Klarup, Kyle",SR-4,4:39.29,Mid-West Conference Championship,"Feb 26, 2010"
,"Figge, Erik",,4:47.70,UNI Dome Open,"Feb 19, 2010"
,"Tylinski, Michael",,4:47.72,UNI Dome Open,"Feb 19, 2010"
,"Reed, Grant",,4:49.73,UNI Dome Open,"Feb 19, 2010"
,"McCallum-Cook, Ian",SR,4:58.63,UNI Dome Open,"Feb 19, 2010"
