Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Montgomery, David",SR-4,8:54.79,Mid-West Conference Championship,"Feb 26, 2010"
,"Kakazu, Nathan",,9:40.51,UNI Dome Open,"Feb 19, 2010"
,"Figge, Erik",,9:41.40,Mid-West Conference Championship,"Feb 26, 2010"
