Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Goodman, Jessie",SO-2,10.17,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Goodman, Jessie",SO-2,10.22,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Goodman, Jessie",SO-2,10.27,Darren Young Classic,"Feb 10, 2024"
,"Goodman, Jessie",SO-2,10.34,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Goodman, Jessie",SO-2,10.4,Darren Young Classic,"Feb 10, 2024"
,"Staker, Sadie",SR-4,10.54,Darren Young Classic,"Feb 10, 2024"
,"Goodman, Jessie",SO-2,10.58,Grinnell Invitational,"Jan 27, 2024"
,"Staker, Sadie",SR-4,10.64,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Staker, Sadie",SR-4,10.77,Hilltop Invitational,"Jan 20, 2024"
,"Staker, Sadie",SR-4,10.88,Liz Wuertz Indoor Meet,"Feb 17, 2024"
