Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Edassery, Sonia",JR-3,59.87 #,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Frasca, Athena",SR-4,1:01.71 #,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Staker, Sadie",JR-3,1:03.98 #,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Reid, Sam",SO-2,1:04.71 #,Grinnell Invitational,"Jan 28, 2023"
,"Ong, Caitlin",FR-1,1:07.14 #,Darren Young Classic,"Feb 11, 2023"
,"Klassen, Kylie",SO-2,1:11.33 #,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Sheehan-Klenk, Julia",SO-2,1:12.63 #,Grinnell Invitational,"Jan 28, 2023"
