Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"McLean, Anthony",FR-1,9:54.35,2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Angel, Zach",JR-3,10:14.10,Wartburg Outdoor Twilight,"Apr 22, 2014"
