Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Maddaus, Jordan",SO-2,8.4,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Maddaus, Jordan",SO-2,8.45,Wartburg Indoor Invite,"Feb 18, 2017"
,"Maddaus, Jordan",SO-2,8.46,2017 Darren Young Classic,"Feb 11, 2017"
,"Maddaus, Jordan",SO-2,8.54,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Nguyen, Lynn",FR-1,8.58,Wartburg Indoor Invite,"Feb 18, 2017"
,"Maddaus, Jordan",SO-2,8.66,2017 Hilltop Invitational,"Jan 28, 2017"
,"Nguyen, Lynn",,8.67,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Nguyen, Lynn",FR-1,8.67,2017 Darren Young Classic,"Feb 11, 2017"
,"Maddaus, Jordan",SO-2,8.71,2017 Hilltop Invitational,"Jan 28, 2017"
,"Nguyen, Lynn",FR-1,8.74,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Alvarez, Valencia",FR-1,8.83,2017 Darren Young Classic,"Feb 11, 2017"
,"Bambi, Simona",FR-1,8.87,2017 Darren Young Classic,"Feb 11, 2017"
,"Martin, Yolana",,8.9,2017 Hilltop Invitational,"Jan 28, 2017"
,"Bresnahan, Cara",SO-2,8.99,2017 Hilltop Invitational,"Jan 28, 2017"
,"Martin, Yolana",,8.99,2017 Hilltop Invitational,"Jan 28, 2017"
,"McMillan, Autumn",FR-1,9.08,2017 Darren Young Classic,"Feb 11, 2017"
,"Alvarez, Valencia",,9.14,2017 Hilltop Invitational,"Jan 28, 2017"
,"Bambi, Simona",,9.17,2017 Hilltop Invitational,"Jan 28, 2017"
,"Schmiechen, Alex",JR-3,9.31,2017 Hilltop Invitational,"Jan 28, 2017"
,"Mystic, Selah",FR-1,9.46,Wartburg Indoor Invite,"Feb 18, 2017"
,"Peckham, Carolyn",SR-4,9.48,2017 Darren Young Classic,"Feb 11, 2017"
,"Mystic, Selah",FR-1,9.53,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Mystic, Selah",,9.6,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"McCusker, Katie Lou",FR-1,9.63,Wartburg Indoor Invite,"Feb 18, 2017"
,"Mystic, Selah",FR-1,9.68,2017 Darren Young Classic,"Feb 11, 2017"
