Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"McMillan, Autumn",FR-1,1:04.73,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Schmiechen, Zoe",JR-3,1:05.39,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Bambi, Simona",FR-1,1:06.50,Wartburg Indoor Invite,"Feb 18, 2017"
,"Alvarez, Valencia",FR-1,1:06.76,Wartburg Indoor Invite,"Feb 18, 2017"
,"LaVerdiere, Tori",FR-1,1:07.63,2017 Darren Young Classic,"Feb 11, 2017"
,"Bambi, Simona",FR-1,1:07.73,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Alvarez, Valencia",FR-1,1:07.86,Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Alvarez, Valencia",FR-1,1:08.33,2017 Darren Young Classic,"Feb 11, 2017"
,"LaVerdiere, Tori",,1:08.36,Wartburg Indoor Invite,"Feb 18, 2017"
,"Bambi, Simona",FR-1,1:08.70,2017 Darren Young Classic,"Feb 11, 2017"
,"Wang, Yufei",SO-2,1:13.68,Wartburg Indoor Invite,"Feb 18, 2017"
,"Wang, Yufei",SO-2,1:13.71,2017 Darren Young Classic,"Feb 11, 2017"
,"Wang, Yufei",SO-2,1:14.50,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"McCusker, Katie Lou",,1:14.74,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"McCusker, Katie Lou",FR-1,1:14.90,2017 Darren Young Classic,"Feb 11, 2017"
,"Tombou, Kadiata",SO-2,1:19.01,2017 Grinnell Indoor Invitational,"Feb 4, 2017"
