Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Saldanha, John Michael",FR-1,6.50m,"21' 4""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
,"Hiser, Alexander",SR-4,6.43m,"21' 1.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
,"Gilbert, Aiden",JR-3,6.38m,"20' 11.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
