""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Sheili Beard,,-,So.,/
,Shannon Carr,,-,Fr.,/
,Sonia Cavigelli,,-,Fr.,/
,Meryl Cook,,-,Jr.,/
,Melissa Fitzpatrick,,-,Jr.,/
,Donna Gleason,,-,Jr.,/
,Julie Hutton,,-,So.,/
,Joanne Sackett,,-,So.,/
,Sandi Tibbetts,,-,Fr.,/
,Jessica Toft,,-,Jr.,/
,Malia Watson,,-,Fr.,/
