""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Jordan Blanche,,-,So.,/
,Tami Geiger,,-,Sr.,/
,Katy Kropf,,-,Jr.,/
,Kelly Louis,,-,So.,/
,Katie Munley,,-,Jr.,/
,Liz Nowacki,,-,So.,/
,Nancy Ostdiek,,-,Jr.,/
,Michelle Raymer,,-,Jr.,/
,Allison Smith,,-,Jr.,/
,Misako Uno,,-,So.,/
