Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Rouse, Stephanie",SR-4,10:38.56,Darren Young Invitational,"Feb 9, 2013"
,"Rouse, Stephanie",SR-4,10:50.36,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Seer, Diana",SO-2,10:59.31,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Seer, Diana",SO-2,10:59.73,Darren Young Invitational,"Feb 9, 2013"
,"McNealy, Jesse",FR-1,11:03.84,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Seer, Diana",SO-2,11:10.29,ACM Invitational,"Feb 2, 2013"
,"McNealy, Jesse",FR-1,11:15.46,Darren Young Invitational,"Feb 9, 2013"
,"Androski, Antonia",FR-1,11:16.45,Darren Young Invitational,"Feb 9, 2013"
,"Campbell, Paulina",FR-1,11:23.72,Darren Young Invitational,"Feb 9, 2013"
,"Bayly, Alison",SO-2,11:46.27,Darren Young Invitational,"Feb 9, 2013"
,"Emery, Lauren",JR-3,12:01.38,Darren Young Invitational,"Feb 9, 2013"
,"Kubica, Samantha",FR-1,12:11.74,Darren Young Invitational,"Feb 9, 2013"
,"Vautin, Jacqueline",SR-4,12:16.67,Darren Young Invitational,"Feb 9, 2013"
,"Pinder, Phoebe",FR-1,12:32.54,Darren Young Invitational,"Feb 9, 2013"
,"Neems, Sophie",FR-1,13:37.97,Darren Young Invitational,"Feb 9, 2013"
