Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Olowu, Paige",SR-4,8.06,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Taylor, Ava",FR-1,8.1,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Olowu, Paige",SR-4,8.29,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Frasca, Athena",JR-3,8.32,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Oden, Melanie",FR-1,8.39,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Olowu, Paige",SR-4,8.4,Grinnell Invitational,"Jan 29, 2022"
,"Olowu, Paige",SR-4,8.4,Liz Wuertz Invite,"Feb 19, 2022"
,"Olowu, Paige",SR-4,8.41,Hilltop Invitational,"Jan 22, 2022"
,"Olowu, Paige",SR-4,8.42,Liz Wuertz Invite,"Feb 19, 2022"
,"Olowu, Paige",SR-4,8.43,Grinnell Invitational,"Jan 29, 2022"
,"Taylor, Ava",FR-1,8.47,Hilltop Invitational,"Jan 22, 2022"
,"Edassery, Sonia",SO-2,8.48,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Edassery, Sonia",SO-2,8.52,Liz Wuertz Invite,"Feb 19, 2022"
,"Taylor, Ava",FR-1,8.52,Darren Young Invitational,"Feb 12, 2022"
,"Edassery, Sonia",SO-2,8.52,Hilltop Invitational,"Jan 22, 2022"
,"Olowu, Paige",SR-4,8.54,Hilltop Invitational,"Jan 22, 2022"
,"Taylor, Ava",FR-1,8.55,Hilltop Invitational,"Jan 22, 2022"
,"Edassery, Sonia",SO-2,8.56,Hilltop Invitational,"Jan 22, 2022"
,"Edassery, Sonia",SO-2,8.56,Liz Wuertz Invite,"Feb 19, 2022"
,"Edassery, Sonia",SO-2,8.56,Darren Young Invitational,"Feb 12, 2022"
,"Crowe, Maile",FR-1,8.6,Darren Young Invitational,"Feb 12, 2022"
,"Crowe, Maile",FR-1,8.62,Hilltop Invitational,"Jan 22, 2022"
,"Crowe, Maile",FR-1,8.63,Hilltop Invitational,"Jan 22, 2022"
,"Oden, Melanie",FR-1,8.63,Hilltop Invitational,"Jan 22, 2022"
,"Oden, Melanie",FR-1,8.68,Grinnell Invitational,"Jan 29, 2022"
,"Oden, Melanie",FR-1,8.71,Grinnell Invitational,"Jan 29, 2022"
,"Kopf, Sarina",SR-4,8.72,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Kopf, Sarina",SR-4,9.09,Hilltop Invitational,"Jan 22, 2022"
,"Reid, Sam",FR-1,9.13,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Kopf, Sarina",SR-4,9.18,Grinnell Invitational,"Jan 29, 2022"
,"McClure, Erica",FR-1,9.34,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"McClure, Erica",FR-1,9.59,Hilltop Invitational,"Jan 22, 2022"
,"McClure, Erica",FR-1,9.59,Grinnell Invitational,"Jan 29, 2022"
