Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Ramsey, Bradley",FR-1,35:45.70,Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Goodell, Brian",FR-1,36:39.43,Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"George, Andrew",SR-4,38:15.20,Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
