""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Mark Bailey,,-,,/
,Roy Eichengreen,,-,,/
,Jon Elbaum,,-,,/
,Dave Hoopes,,-,,/
,Tim Hopkins,,-,,/
,Wade Lee,,-,,/
,Pete Shearer,,-,,/
,Pete St. Thomas,,-,,/
