""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Bruno Alicke,,-,,/
,Chang Chae,,-,,/
,Peter Greif,,-,,/
,Tony Harris,,-,,/
,Allan Joseph,,-,,/
,Andy Laing,,-,,/
,Ian Lorimer,,-,,/
,Tom McCullen,,-,,/
,David Monacco,,-,,/
,Matt Schrager,,-,,/
,David Shane,,-,,/
,Michael Shay,,-,,/
