""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Joachim Cargas,,-,,/
,Jim Indiveri,,-,,/
,Jim Rounsevell,,-,,/
,Doug Rowe,,-,,/
,Abdoulie Sonko,,-,,/
,Dave Strongin,,-,,/
,Adam Thornton,,-,,/
