""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Mark Bailey,,-,,/
,Rich Fendler,,-,,/
,Gary Frumkin,,-,,/
,Mark Krause,,-,,/
,Pete St. Thomas,,-,,/
,Dave Strongin,,-,,/
,Adam Thornton,,-,,/
