Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Montgomery, David",SR-4,15:19.48,Jim Duncan Invitational 2010,"Apr 9, 2010"
,"HEPPNER, ETHAN",SR,15:51.44,Spartan Open,"May 1, 2010"
,"HEPPNER, ETHAN",SR,15:51.85,Central College Last Chance Open,"May 19, 2010"
,"Krauss, Dan",SR,15:55.49,Spartan Open,"May 1, 2010"
,"Krauss, Dan",SR,15:59.36,Kip Janvrin Open,"Apr 22, 2010"
,"Figge, Erik",,16:27.03,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,"Kakazu, Nathan",,16:59.58,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,"Tylinski, Michael",,17:03.93,Spartan Open,"May 1, 2010"
,"McCallum-Cook, Colin",SR,17:20.63,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,"Menner, Jackson",,17:25.76,Kip Janvrin Open,"Apr 22, 2010"
,"Menner, Jackson",,18:06.52,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,"Dorman, Christopher",,19:18.54,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
