Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Kolacia, Nate",SO-2,1:57.79,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Kolacia, Nate",SO-2,2:00.89,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Angel, Zach",JR-3,2:00.96,Wartburg Invite,"Feb 22, 2014"
,"Moorehead, Kyle",JR-3,2:03.94,Darren Young Indoor Classic,"Feb 15, 2014"
,"Angel, Zach",JR-3,2:04.63,2014 Midwest Conference Championships,"Feb 28, 2014"
,"McCarthy, Matthew",FR-1,2:04.99,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Braun, Johnathan",FR-1,2:05.36,Darren Young Indoor Classic,"Feb 15, 2014"
,"McCarthy, Matthew",FR-1,2:08.46,Wartburg Invite,"Feb 22, 2014"
,"Vasquez, Alberto",SO-2,2:16.61,Darren Young Indoor Classic,"Feb 15, 2014"
,"Sokolsky, Sam",FR-1,2:18.67,Wartburg Invite,"Feb 22, 2014"
,"Munoz, Roberto",SO-2,2:35.49,Darren Young Indoor Classic,"Feb 15, 2014"
,"Fretheim, Arthur",SR-4,2:51.64,Darren Young Indoor Classic,"Feb 15, 2014"
