Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Kolacia, Nate",SO-2,4:22.17,Darren Young Indoor Classic,"Feb 15, 2014"
,"Kolacia, Nate",SO-2,4:27.86,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Angel, Zach",JR-3,4:31.90,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Angel, Zach",JR-3,4:32.17,Darren Young Indoor Classic,"Feb 15, 2014"
,"McLean, Anthony",FR-1,4:36.80,Wartburg Invite,"Feb 22, 2014"
,"McLean, Anthony",FR-1,4:42.36,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"McCarthy, Matthew",FR-1,4:48.36,2014 Hilltop Invite,"Feb 1, 2014"
,"Mulligan, Connor",FR-1,5:01.19,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Mulligan, Connor",FR-1,5:02.65,2014 Hilltop Invite,"Feb 1, 2014"
,"Mason, Fintan",FR-1,5:03.76,2014 Hilltop Invite,"Feb 1, 2014"
,"Sokolsky, Sam",FR-1,5:05.76,Darren Young Indoor Classic,"Feb 15, 2014"
,"Sokolsky, Sam",FR-1,5:11.27,2014 Hilltop Invite,"Feb 1, 2014"
,"Margida, Greg",SO-2,5:14.38,Darren Young Indoor Classic,"Feb 15, 2014"
,"Healey, Aidan",FR-1,5:15.85,2014 Hilltop Invite,"Feb 1, 2014"
,"Vasquez, Alberto",SO-2,5:22.82,2014 Hilltop Invite,"Feb 1, 2014"
,"Munoz, Roberto",SO-2,6:05.13,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
