Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Warnock, Gavin",SR-4,12.90m,"42' 4""",Wartburg Invite,"Feb 22, 2014",0.0
,"Warnock, Gavin",SR-4,12.89m,"42' 3.5""",Wartburg Invite,"Feb 22, 2014",0.0
,"Warnock, Gavin",SR-4,12.80m,"42' 0""",Wartburg Invite,"Feb 22, 2014",0.0
,"Warnock, Gavin",SR-4,12.76m,"41' 10.5""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014",0.0
,"Warnock, Gavin",SR-4,12.73m,"41' 9.25""",Wartburg Invite,"Feb 22, 2014",0.0
,"Warnock, Gavin",SR-4,12.45m,"40' 10.25""",Wartburg Invite,"Feb 22, 2014",0.0
,"Silvia, Colton",FR-1,12.00m,"39' 4.5""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Silvia, Colton",FR-1,11.78m,"38' 7.75""",Wartburg Invite,"Feb 22, 2014",0.0
,"Silvia, Colton",FR-1,11.65m,"38' 2.75""",Wartburg Invite,"Feb 22, 2014",0.0
,"Silvia, Colton",FR-1,11.59m,"38' 0.25""",Wartburg Invite,"Feb 22, 2014",0.0
,"Silvia, Colton",FR-1,11.58m,"38' 0""",Wartburg Invite,"Feb 22, 2014",0.0
,"Silvia, Colton",FR-1,11.19m,"36' 8.5""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014",0.0
