""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Bailey Burt,,-,,/
,Laura Burton,,-,,/
,Maddy Raimondo,,-,,/
,Katie Schumacher,,-,,/
,Hannah Wolf,,-,,/
,Katy Bowen,,-,So.,/
,Haddie Dowson,,-,Fr.,/
,Emily Kolbe,,-,Fr.,/
,Rachel Marek,,-,So.,/
,Lauren Meredith,,-,So.,/
,Lindsay Peter,,-,So.,/
,Caitlin Shannon,,-,Fr.,/
,Jamie Tremel,,-,Fr.,/
,Anna Veit,,-,So.,/
,Amber Watson,,-,Jr.,/
