""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Kathleen Cullen,,-,,/
,Heidi Galster,,-,,/
,Ann Justice,,-,,/
,Valerie Mauck,,-,,/
,Regina McMenamin,,-,,/
,Nancy Skinner,,-,,/
,Julie Crawford,,-,Fr.,/
,Mary Ester,,-,Fr.,/
,Lisa Ingenito,,-,Fr.,/
,Elizabeth Jorgenson,,-,Fr.,/
,Paula Moon,,-,Fr.,/
