""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Leigh Ashley,,-,,/
,Missy Ebitz,,-,,/
,Julie Gedden,,-,,/
,Suellen Hageman,,-,,/
,Julie Kaster,,-,,/
,Jennifer Kern,,-,,/
,Lisa Ranahan,,-,,/
,Jenny Wood,,-,,/
,Mary Allenburg,,-,Fr.,/
,Tanya Bagne,,-,So.,/
,Terra Geiger,,-,Fr.,/
,Lisa Giersbach,,-,Fr.,/
,Amy Johnson,,-,So.,/
,Jennifer Spremulli,,-,Fr.,/
,Jessica Toft,,-,Jr.,/
,Laura VanSickle,,-,So.,/
