""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Tirsit Brooks,,-,,/
,Shannon Hancock,,-,,/
,Allison Wickens,,-,,/
,Lisa York,,-,,/
,Amy Fort,,-,Fr.,/
,Terra Geiger,,-,Fr.,/
,Suellen Hageman,,-,So.,/
,Kiera Henry,,-,Fr.,/
,Tera Jones,,-,Fr.,/
,Julie Kaster,,-,So.,/
,Jen Kelley,,-,Fr.,/
,Jennifer Kern,,-,So.,/
,Meg Schuknecht,,-,Fr.,/
,Missy Sharer,,-,Fr.,/
,Jenny Wood,,-,So.,/
