""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Brianna Gallo,,-,,/
,Candyce Jones,,-,,/
,Kate Norton,,-,,/
,Mallory Scharf,,-,,/
,Jessica Vaverka,,-,,/
,Laura Burton,,-,Jr.,/
,Miki Nakamura,,-,Fr.,/
,Alison Nelson,,-,So.,/
,Emma Peterson,,-,Fr.,/
,Jessica Shotts,,-,Fr.,/
,Jodi Watkins,,-,So.,/
,Hannah Wolf,,-,Jr.,/
