""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Deb Eastman,,-,,/
,Alexa Hoffman,,-,,/
,Susan Peters,,-,,/
,Becky Rate,,-,,/
,Liz Schumacher,,-,,/
,Yvonne Stroud,,-,,/
,Lynette Ickes,,-,Fr.,/
,Lisa Ingenito,,-,Jr.,/
,Judith Kinter,,-,Fr.,/
,Valerie Mauck,,-,So.,/
,Terri Porter,,-,Fr.,/
,Sandy Sorensen,,-,Fr.,/
