""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Molly Babcock,,-,,/
,Laura Cragg,,-,,/
,Paula Moon,,-,,/
,Anne Owen,,-,,/
,Roberta Royal,,-,,/
,Monica Shilling,,-,,/
,Rosemary Strunk,,-,,/
,Elizabeth Valenti,,-,,/
,Sarah Brichford,,-,Fr.,/
,Ann Chasson,,-,So.,/
,Marily Curran,,-,Fr.,/
,Kim Krutilla,,-,So.,/
,Stephanie Nelson,,-,So.,/
,Catherine Sessler,,-,Fr.,/
