""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Amy Fort,,-,,/
,Terra Geiger,,-,,/
,Kiera Henry,,-,,/
,Tera Jones,,-,,/
,Jen Kelley,,-,,/
,Meg Schuknecht,,-,,/
,Missy Sharer,,-,,/
,Erica Tarpey,,-,,/
,Leigh Ashley,,-,Fr.,/
,Suellen Hageman,,-,Fr.,/
,Amy Johnson,,-,Jr.,/
,Julie Kaster,,-,Fr.,/
,Jennifer Kern,,-,Fr.,/
,Lisa Ranahan,,-,Fr.,/
,Laura VanSickle,,-,Jr.,/
,Jenny Wood,,-,Fr.,/
