Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Young, Shannon",JR-3,5:13.51,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Young, Shannon",JR-3,5:23.37,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Luhmann, Emma",SO-2,5:33.86,Wartburg Indoor Invite,"Feb 20, 2016"
,"Kubica, Samantha",SR-4,5:34.89,Wartburg Indoor Invite,"Feb 20, 2016"
,"Kubica, Samantha",SR-4,5:35.30,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Androski, Antonia",JR-3,5:35.79,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Ahrens, Anna",FR-1,5:37.74,Wartburg Indoor Invite,"Feb 20, 2016"
,"Ahrens, Anna",FR-1,5:38.66,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Androski, Antonia",JR-3,5:39.00,Wartburg Indoor Invite,"Feb 20, 2016"
,"Ahrens, Anna",FR-1,5:46.08,2016 Hilltop Invitational,"Jan 30, 2016"
,"Kubica, Samantha",SR-4,5:46.23,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Androski, Antonia",JR-3,5:47.63,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Kubica, Samantha",SR-4,5:47.70,2016 Hilltop Invitational,"Jan 30, 2016"
,"Androski, Antonia",SR-4,5:50.34,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Teagle, Whitney",SO-2,5:56.12,2016 Hilltop Invitational,"Jan 30, 2016"
,"Roberts, Clare",SR-4,5:59.68,Wartburg Indoor Invite,"Feb 20, 2016"
,"McKechnie, Caryn",JR-3,6:01.65,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Loecher, Nele",FR-1,6:07.44,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Arredondo, Nicole",FR-1,6:09.48,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Loecher, Nele",JR-3,6:09.53,Grinnell Indoor Invitational,"Feb 6, 2016"
,"McKechnie, Caryn",JR-3,6:09.69,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Arredondo, Nicole",FR-1,6:09.98,Wartburg Indoor Invite,"Feb 20, 2016"
,"Cary, Carson",FR-1,6:10.41,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"O'Malley, Bridget",SR-4,6:11.96,Grinnell Indoor Invitational,"Feb 6, 2016"
,"O'Malley, Bridget",JR-3,6:16.76,Wartburg Indoor Invite,"Feb 20, 2016"
,"Cary, Carson",FR-1,6:21.08,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Campbell, Paulina",SR-4,6:26.71,Wartburg Indoor Invite,"Feb 20, 2016"
,"Neems, Sophie",SR-4,6:27.69,Wartburg Indoor Invite,"Feb 20, 2016"
,"Neems, Sophie",SR-4,6:38.93,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Neems, Sophie",SR-4,6:52.44,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Rains, Christine",JR-3,6:57.67,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Rains, Christine",JR-3,7:02.19,Grinnell Indoor Invitational,"Feb 6, 2016"
