Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Young, Shannon",JR-3,2:22.53,Wartburg Indoor Invite,"Feb 20, 2016"
,"Young, Shannon",JR-3,2:25.96,2016 Hilltop Invitational,"Jan 30, 2016"
,"Young, Shannon",JR-3,2:27.17,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Young, Shannon",JR-3,2:27.39,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Teagle, Whitney",SO-2,2:29.92,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Teagle, Whitney",SO-2,2:30.35,Wartburg Indoor Invite,"Feb 20, 2016"
,"Teagle, Whitney",SO-2,2:33.89,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Cook, Alethea",JR-3,2:34.25,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Cook, Alethea",JR-3,2:34.57,Wartburg Indoor Invite,"Feb 20, 2016"
,"Cook, Alethea",JR-3,2:35.59,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Burgess, Emily",FR-1,2:36.55,Wartburg Indoor Invite,"Feb 20, 2016"
,"Kubica, Samantha",SR-4,2:36.88,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Kubica, Samantha",SR-4,2:37.09,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Cook, Alethea",JR-3,2:38.11,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Burgess, Emily",FR-1,2:38.16,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Ahrens, Anna",FR-1,2:38.64,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Kubica, Samantha",SR-4,2:39.79,Wartburg Indoor Invite,"Feb 20, 2016"
,"Roberts, Clare",JR-3,2:41.09,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Roberts, Clare",SR-4,2:51.50,Wartburg Indoor Invite,"Feb 20, 2016"
