Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Saldanha, John Michael",FR-1,6.69m,"21' 11.5""",Midwest Conference Outdoor Championships,"May 12, 2023",1.2
,"Saldanha, John Michael",FR-1,6.63m,"21' 9""",Midwest Conference Outdoor Championships,"May 12, 2023",1.7
,"Saldanha, John Michael",FR-1,6.43m,"21' 1.25""",Monmouth College Fighting Scot Outdoor,"May 6, 2023",1.8
,"Saldanha, John Michael",FR-1,6.41m,"21' 0.5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023",0.0
,"Saldanha, John Michael",FR-1,6.36m,"20' 10.5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023",1.6
,"Saldanha, John Michael",FR-1,6.28m,"20' 7.25""",Midwest Conference Outdoor Championships,"May 12, 2023",1.8
,"Hiser, Alexander",JR-3,6.17m,"20' 3""",Midwest Conference Outdoor Championships,"May 12, 2023",1.0
,"Hiser, Alexander",JR-3,6.16m,"20' 2.5""",Midwest Conference Outdoor Championships,"May 12, 2023",2.0
,"Saldanha, John Michael",FR-1,6.14m,"20' 1.75""",Monmouth College Fighting Scot Outdoor,"May 6, 2023",1.6
,"Hiser, Alexander",JR-3,6.05m,"19' 10.25""",Midwest Conference Outdoor Championships,"May 12, 2023",1.2
,"Hiser, Alexander",JR-3,5.95m,"19' 6.25""",2023 Kip Janvrin Open,"Apr 27, 2023",0.0
,"Saldanha, John Michael",FR-1,5.87m,"19' 3.25""",Mustang Open,"Apr 1, 2023",1.3
,"Hiser, Alexander",JR-3,5.75m,"18' 10.5""",Dick Young Classic,"Apr 22, 2023",1.7
,"Hiser, Alexander",JR-3,5.69m,"18' 8""",2023 Kip Janvrin Open,"Apr 27, 2023",1.4
,"Hiser, Alexander",JR-3,5.63m,"18' 5.75""",Dick Young Classic,"Apr 22, 2023",0.7
,"Hiser, Alexander",JR-3,5.46m,"17' 11""",Dick Young Classic,"Apr 22, 2023",0.0
,"Hiser, Alexander",JR-3,5.43m,"17' 9.75""",Rittgers Invitational,"Apr 7, 2023",0.0
,"Hiser, Alexander",JR-3,5.32m,"17' 5.5""",Rittgers Invitational,"Apr 7, 2023",0.0
,"Hiser, Alexander",JR-3,5.18m,"17' 0""",2023 Kip Janvrin Open,"Apr 27, 2023",0.0
,"Hiser, Alexander",JR-3,4.70m,"15' 5""",Rittgers Invitational,"Apr 7, 2023",0.0
