Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Robinson, Luke",FR-1,3:57.77,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Robinson, Luke",FR-1,4:01.06,Norse Invite,"Apr 15, 2023"
,"Heagy, Connor",FR-1,4:02.35,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Robinson, Luke",FR-1,4:03.72,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Heagy, Connor",FR-1,4:04.22,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Robinson, Luke",FR-1,4:04.47,D3 Challenge,"Mar 25, 2023"
,"Heagy, Connor",FR-1,4:08.12,D3 Challenge,"Mar 25, 2023"
,"Chestovich, Andy",FR-1,4:08.61,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Chestovich, Andy",FR-1,4:09.21,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Nickeson, Andrew",SR-4,4:10.45,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Heagy, Connor",FR-1,4:10.79,Dick Young Classic,"Apr 22, 2023"
,"Goodell, Brian",JR-3,4:11.44,D3 Challenge,"Mar 25, 2023"
,"Nickeson, Andrew",SR-4,4:12.91,Rittgers Invitational,"Apr 7, 2023"
,"Nickeson, Andrew",SR-4,4:13.48,Dick Young Classic,"Apr 22, 2023"
,"Ramsey, Bradley",JR-3,4:18.02,Mustang Open,"Apr 1, 2023"
,"Snyder, James",FR-1,4:19.06,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Snyder, James",FR-1,4:19.45,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Snyder, James",FR-1,4:21.39,Rittgers Invitational,"Apr 7, 2023"
,"Turner, Ezra",FR-1,4:21.46,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Williams, Carter",SO-2,4:22.48,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Turner, Ezra",FR-1,4:23.43,Rittgers Invitational,"Apr 7, 2023"
,"Snyder, James",FR-1,4:24.45,D3 Challenge,"Mar 25, 2023"
,"Snyder, James",FR-1,4:24.73,Mustang Open,"Apr 1, 2023"
,"Snyder, James",FR-1,4:25.92,Dick Young Classic,"Apr 22, 2023"
,"Williams, Carter",SO-2,4:27.39,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Welch-Groves, Cameron",FR-1,4:27.45,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Boev, Ryan",SO-2,4:28.02,Mustang Open,"Apr 1, 2023"
,"Williams, Carter",SO-2,4:29.05,Mustang Open,"Apr 1, 2023"
,"Cantor, Micah",JR-3,4:29.08,Dick Young Classic,"Apr 22, 2023"
,"Krysan, Mark",SO-2,4:29.16,Dick Young Classic,"Apr 22, 2023"
,"Krysan, Mark",SO-2,4:32.26,D3 Challenge,"Mar 25, 2023"
,"Krysan, Mark",SO-2,4:32.91,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Turner, Ezra",FR-1,4:33.73,D3 Challenge,"Mar 25, 2023"
,"Welch-Groves, Cameron",FR-1,4:36.25,Mustang Open,"Apr 1, 2023"
,"Miller, John",FR-1,4:41.09,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Short, Ben",JR-3,4:41.84,Norse Invite,"Apr 15, 2023"
,"Ching, Tyler",FR-1,4:42.72,Norse Invite,"Apr 15, 2023"
,"Short, Ben",JR-3,4:48.63,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Short, Ben",JR-3,4:49.87,Dick Young Classic,"Apr 22, 2023"
,"Ching, Tyler",FR-1,4:50.38,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Short, Ben",JR-3,4:53.19,Mustang Open,"Apr 1, 2023"
