Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Goodell, Brian",JR-3,14:53.15,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Ramsey, Bradley",JR-3,14:54.87,Augustana College Midwest Twilight Qualifier,"May 18, 2023"
,"Ramsey, Bradley",JR-3,14:57.60,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Goodell, Brian",JR-3,15:16.80,Norse Invite,"Apr 15, 2023"
,"Goodell, Brian",JR-3,15:19.95,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Ramsey, Bradley",JR-3,15:27.08,Norse Invite,"Apr 15, 2023"
,"Ramsey, Bradley",JR-3,15:29.63,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Nickeson, Andrew",SR-4,15:42.74,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Robinson, Luke",FR-1,15:52.19,Norse Invite,"Apr 15, 2023"
,"Miller, John",FR-1,15:57.62,Norse Invite,"Apr 15, 2023"
,"Nickeson, Andrew",SR-4,15:59.28,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Turner, Ezra",FR-1,16:13.55,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Turner, Ezra",FR-1,16:23.98,Norse Invite,"Apr 15, 2023"
,"Miller, John",FR-1,16:34.36,Rittgers Invitational,"Apr 7, 2023"
,"Turner, Ezra",FR-1,16:36.06,D3 Challenge,"Mar 25, 2023"
,"Turner, Ezra",FR-1,16:39.42,Mustang Open,"Apr 1, 2023"
,"Krysan, Mark",SO-2,16:40.84,Norse Invite,"Apr 15, 2023"
,"Krysan, Mark",SO-2,16:59.48,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Turner, Ezra",FR-1,17:00.62,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Krysan, Mark",SO-2,17:30.35,D3 Challenge,"Mar 25, 2023"
,"Short, Ben",JR-3,17:45.51,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Ching, Tyler",FR-1,18:15.71,D3 Challenge,"Mar 25, 2023"
