Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Chestovich, Andy",FR-1,1:56.29,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Robinson, Luke",FR-1,1:56.69,D3 Challenge,"Mar 25, 2023"
,"Robinson, Luke",FR-1,1:56.90,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Cantor, Micah",JR-3,1:57.19,Norse Invite,"Apr 15, 2023"
,"Cantor, Micah",JR-3,1:57.22,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Heagy, Connor",FR-1,1:57.38,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Chestovich, Andy",FR-1,1:57.58,Norse Invite,"Apr 15, 2023"
,"Cantor, Micah",JR-3,1:57.59,D3 Challenge,"Mar 25, 2023"
,"Heagy, Connor",FR-1,1:58.08,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Cantor, Micah",JR-3,1:58.31,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Heagy, Connor",FR-1,1:58.38,Norse Invite,"Apr 15, 2023"
,"Cantor, Micah",JR-3,1:58.75,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Nickeson, Andrew",SR-4,1:59.78,Norse Invite,"Apr 15, 2023"
,"Heagy, Connor",FR-1,2:00.00,D3 Challenge,"Mar 25, 2023"
,"Robinson, Luke",FR-1,2:00.17,Dick Young Classic,"Apr 22, 2023"
,"Nickeson, Andrew",SR-4,2:01.40,D3 Challenge,"Mar 25, 2023"
,"Chestovich, Andy",FR-1,2:01.46,Dick Young Classic,"Apr 22, 2023"
,"Boev, Ryan",SO-2,2:04.09,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Snyder, James",FR-1,2:04.66,Norse Invite,"Apr 15, 2023"
,"Snyder, James",FR-1,2:04.79,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Boev, Ryan",SO-2,2:05.16,Rittgers Invitational,"Apr 7, 2023"
,"Welch-Groves, Cameron",FR-1,2:05.58,Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Welch-Groves, Cameron",FR-1,2:05.84,Norse Invite,"Apr 15, 2023"
,"Welch-Groves, Cameron",FR-1,2:06.07,Dick Young Classic,"Apr 22, 2023"
,"Boev, Ryan",SO-2,2:07.16,Dick Young Classic,"Apr 22, 2023"
,"Williams, Carter",SO-2,2:07.55,Dick Young Classic,"Apr 22, 2023"
,"Snyder, James",FR-1,2:07.62,D3 Challenge,"Mar 25, 2023"
,"Welch-Groves, Cameron",FR-1,2:08.74,D3 Challenge,"Mar 25, 2023"
,"Nickeson, Andrew",SR-4,2:09.40,Rittgers Invitational,"Apr 7, 2023"
,"Williams, Carter",SO-2,2:10.53,Mustang Open,"Apr 1, 2023"
,"Snyder, James",FR-1,2:12.88,Dick Young Classic,"Apr 22, 2023"
,"Ching, Tyler",FR-1,2:20.66,Dick Young Classic,"Apr 22, 2023"
