Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Villa, Rebecca",FR-1,1:03.36,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Villa, Rebecca",SO-2,1:04.65,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Villa, Rebecca",SO-2,1:04.66,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Holtzman, Gwen",JR-3,1:07.25,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Soderberg, Midori",FR-1,1:07.64,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Holtzman, Gwen",JR-3,1:07.80,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Holtzman, Gwen",JR-3,1:07.88,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Soderberg, Midori",FR-1,1:08.14,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Holtzman, Gwen",JR-3,1:09.73,2018 Hilltop Invitational,"Jan 27, 2018"
,"Villa, Rebecca",FR-1,1:12.52,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Riley, Meghan",JR-3,1:13.92,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Riley, Meghan",JR-3,1:15.50,2018 Hilltop Invitational,"Jan 27, 2018"
,"Riley, Meghan",JR-3,1:16.69,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Sloniewky, Julia",FR-1,1:16.89,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Sloniewky, Julia",FR-1,1:17.41,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Sloniewky, Julia",SO-2,1:17.43,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Sloniewky, Julia",SO-2,1:20.30,2018 Hilltop Invitational,"Jan 27, 2018"
