Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Fujiwara, Mikayla",SO-2,10:47.45,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Fujiwara, Mikayla",SO-2,10:48.23,2018 Hilltop Invitational,"Jan 27, 2018"
,"Zimmerman, Emma",SR-4,10:48.29,2018 Hilltop Invitational,"Jan 27, 2018"
,"Zimmerman, Emma",SR-4,10:49.74,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Breunig, Madeleine",,11:29.20,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Nalamalapu, Vishva",SO-2,12:10.62,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Breunig, Madeleine",SO-2,12:13.05,2018 Hilltop Invitational,"Jan 27, 2018"
,"Haverstic, Virginia",FR-1,12:27.69,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Nalamalapu, Vishva",SO-2,12:47.23,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Nalamalapu, Vishva",SO-2,12:56.92,2018 Hilltop Invitational,"Jan 27, 2018"
,"Haverstic, Virginia",FR-1,13:07.70,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Haverstic, Virginia",SO-2,13:10.73,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Haverstic, Virginia",SO-2,13:38.30,2018 Hilltop Invitational,"Jan 27, 2018"
