Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Shults, Andrew",JR-3,51.19,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Shults, Andrew",JR-3,51.62,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Shults, Andrew",JR-3,51.68,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Shults, Andrew",JR-3,52.84,2018 Hilltop Invitational,"Jan 27, 2018"
,"Shults, Andrew",JR-3,52.97,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"O'Reilly, Sean",JR-3,55.85,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Nadesan, Kamal",JR-3,56.28,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Brunet, Chris",JR-3,56.56,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Gregor, Justin",,56.76,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Nadesan, Kamal",JR-3,56.83,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Nadesan, Kamal",JR-3,56.83,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Taylor, Zeke",FR-1,57.25,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Brunet, Chris",JR-3,57.32,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Nadesan, Kamal",JR-3,57.43,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Brunet, Chris",JR-3,57.65,2018 Hilltop Invitational,"Jan 27, 2018"
,"Collins, Sam",SR-4,57.68,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Brunet, Chris",JR-3,1:02.22,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Brunet, Chris",JR-3,1:06.91,2018 Darren Young Indoor Classic,"Feb 10, 2018"
