Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schaefer, Emma",JR-3,18:05.38,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Schaefer, Emma",JR-3,18:13.38,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Schaefer, Emma",JR-3,18:34.48,Dick Young Invitational,"Apr 23, 2022"
,"Diamond-Berman, Mira",FR-1,19:14.16,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Daney, Micaela",SR-4,19:40.99,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Diamond-Berman, Mira",FR-1,19:41.52,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Daney, Micaela",SR-4,19:47.55,Dick Young Invitational,"Apr 23, 2022"
,"Diamond-Berman, Mira",FR-1,20:03.01,Dick Young Invitational,"Apr 23, 2022"
,"LeBlanc, Megan",JR-3,20:37.53,Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Ford, Sophia",FR-1,21:07.28,Dick Young Invitational,"Apr 23, 2022"
,"LeBlanc, Megan",JR-3,21:12.19,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Mullen, Ginger",FR-1,21:12.87,Dick Young Invitational,"Apr 23, 2022"
,"LeBlanc, Megan",JR-3,21:16.11,Dick Young Invitational,"Apr 23, 2022"
,"Ford, Sophia",FR-1,21:26.97,2022 Kip Janvrin Open,"Apr 28, 2022"
