Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Ogasawara, Ibuki",SO-2,11.77m,"38' 7.5""",MWC Conference Championships,"May 8, 2015",0.6
,"Ogasawara, Ibuki",SO-2,11.68m,"38' 4""",MWC Conference Championships,"May 8, 2015",1.0
,"Ogasawara, Ibuki",SO-2,11.60m,"38' 0.75""",MWC Conference Championships,"May 8, 2015",-0.9
,"Ogasawara, Ibuki",SO-2,11.41m,"37' 5.25""",MWC Conference Championships,"May 8, 2015",-0.5
,"Ogasawara, Ibuki",SO-2,11.34m,"37' 2.5""",MWC Conference Championships,"May 8, 2015",0.5
,"Ogasawara, Ibuki",SO-2,11.22m,"36' 9.75""",2015 Cornell Outdoor Invite,"Apr 4, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.09m,"36' 4.75""",MWC Conference Championships,"May 8, 2015",0.3
,"Ogasawara, Ibuki",SO-2,11.06m,"36' 3.5""",2015 Kip Janvrin Open,"Apr 23, 2015",-1.8
,"Ogasawara, Ibuki",SO-2,10.75m,"35' 3.25""",2015 Kip Janvrin Open,"Apr 23, 2015",-1.3
,"Ogasawara, Ibuki",SO-2,10.73m,"35' 2.5""",2015 Kip Janvrin Open,"Apr 23, 2015",-0.7
,"Vaughn, Ben",JR-3,10.39m,"34' 1.25""",MWC Conference Championships,"May 8, 2015",-1.5
,"Vaughn, Ben",JR-3,10.36m,"34' 0""",MWC Conference Championships,"May 8, 2015",0.4
,"Vaughn, Ben",JR-3,9.97m,"32' 8.5""",2015 Kip Janvrin Open,"Apr 23, 2015",-1.3
,"Vaughn, Ben",JR-3,9.94m,"32' 7.5""",2015 Kip Janvrin Open,"Apr 23, 2015",-2.5
,"Hernandez, Luis",JR-3,9.93m,"32' 7""",2015 Kip Janvrin Open,"Apr 23, 2015",-1.3
,"Vaughn, Ben",JR-3,9.84m,"32' 3.5""",MWC Conference Championships,"May 8, 2015",-1.0
,"Vaughn, Ben",JR-3,9.79m,"32' 1.5""",2015 Kip Janvrin Open,"Apr 23, 2015",-2.5
,"Hernandez, Luis",JR-3,9.69m,"31' 9.5""",2015 Kip Janvrin Open,"Apr 23, 2015",-2.6
