Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Kolacia, Nate",SO-2,1:53.43,Augustana College Twilight Meet,"May 15, 2015"
,"Kolacia, Nate",SO-2,1:55.00,MWC Conference Championships,"May 8, 2015"
,"Kolacia, Nate",SO-2,1:56.88,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Anderson, Kevin",SO-2,2:01.10,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Anderson, Kevin",SO-2,2:01.68,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Angel, Zach",JR-3,2:03.00,MWC Conference Championships,"May 8, 2015"
,"Angel, Zach",JR-3,2:03.83,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Angel, Zach",JR-3,2:04.32,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Anderson, Kevin",SO-2,2:07.59,MWC Conference Championships,"May 8, 2015"
,"Baumann, Joel",SO-2,2:07.90,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Baumann, Joel",SO-2,2:08.16,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Griffith, Evan",JR-3,2:10.99,Emory Classic,"Mar 27, 2015"
,"Anderson, Kevin",SO-2,2:11.13,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Valle-Cruz, Victor",SO-2,2:14.28,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Malone, Ian",SO-2,2:14.50,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Davis-Johnson, Collin",JR-3,2:14.60,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Margida, Greg",SO-2,2:21.91,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Sokolsky, Sam",SO-2,2:23.04,Monmouth fighting Scots Outdoor-,"May 2, 2015"
