Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Ogasawara, Ibuki",SO-2,5.39m,"17' 8.25""",Monmouth fighting Scots Outdoor-,"May 2, 2015",0.6
,"Ogasawara, Ibuki",SO-2,5.09m,"16' 8.5""",Monmouth fighting Scots Outdoor-,"May 2, 2015",1.7
,"Ogasawara, Ibuki",SO-2,5.08m,"16' 8""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Ogasawara, Ibuki",SO-2,5.07m,"16' 7.75""",Monmouth fighting Scots Outdoor-,"May 2, 2015",1.7
,"Ogasawara, Ibuki",SO-2,4.90m,"16' 1""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Ogasawara, Ibuki",SO-2,4.89m,"16' 0.5""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Hernandez, Luis",JR-3,4.81m,"15' 9.5""",2015 Kip Janvrin Open,"Apr 23, 2015",0.5
,"Vaughn, Ben",JR-3,4.79m,"15' 8.75""",MWC Conference Championships,"May 8, 2015",1.8
,"Hernandez, Luis",JR-3,4.75m,"15' 7""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Vaughn, Ben",JR-3,4.66m,"15' 3.5""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Hernandez, Luis",JR-3,4.65m,"15' 3.25""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Vaughn, Ben",JR-3,4.60m,"15' 1.25""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Vaughn, Ben",JR-3,4.50m,"14' 9.25""",MWC Conference Championships,"May 8, 2015",1.6
