Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",SR-4,5.28m,"17' 4""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Miller, Eloise",SR-4,5.20m,"17' 0.75""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Miller, Eloise",SR-4,5.19m,"17' 0.5""",UW-Platteville Final Qualifying Meet,"Mar 6, 2015",0.0
,"Miller, Eloise",SR-4,5.16m,"16' 11.25""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Miller, Eloise",SR-4,5.15m,"16' 10.75""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",SR-4,5.15m,"16' 10.75""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Miller, Eloise",SR-4,5.14m,"16' 10.5""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",SR-4,5.13m,"16' 10""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Miller, Eloise",SR-4,5.10m,"16' 8.75""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",JR-3,5.01m,"16' 5.25""",Dutch Athletics Classic,"Jan 23, 2015",0.0
,"Miller, Eloise",SR-4,4.98m,"16' 4.25""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",SR-4,4.97m,"16' 3.75""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",JR-3,4.95m,"16' 3""",Dutch Athletics Classic,"Jan 23, 2015",0.0
,"Miller, Eloise",JR-3,4.91m,"16' 1.5""",2015 Hilltop Invite,"Jan 31, 2015",0.0
,"Miller, Eloise",JR-3,4.79m,"15' 8.75""",2015 Hilltop Invite,"Jan 31, 2015",0.0
,"Miller, Eloise",SR-4,4.58m,"15' 0.5""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
