Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Isabelle",,4.86m,"15' 11.5""",MidWest Conference Championship,"Feb 25, 2011",0.0
,"Miller, Isabelle",,4.66m,"15' 3.5""",MidWest Conference Championship,"Feb 25, 2011",0.0
,"Miller, Isabelle",,4.40m,"14' 5.25""",Darren Young Pentathlons,"Feb 11, 2011",0.0
,"Kwong, Allegra",SR-4,4.37m,"14' 4""",Darren Young Classic,"Feb 11, 2011",0.0
,"Kwong, Allegra",SR-4,4.32m,"14' 2.25""",Dubuque Spartan Open,"Feb 19, 2011",0.0
,"Kwong, Allegra",SR-4,4.27m,"14' 0.25""",Hilltop Invitational,"Feb 5, 2011",0.0
,"Kwong, Allegra",SR-4,4.26m,"13' 11.75""",MidWest Conference Championship,"Feb 25, 2011",0.0
,"Kwong, Allegra",SR-4,4.02m,"13' 2.25""",Dubuque Spartan Open,"Feb 19, 2011",0.0
,"Kwong, Allegra",SR-4,4.00m,"13' 1.5""",Dubuque Spartan Open,"Feb 19, 2011",0.0
